"name","pop","location"
"Borgloon","9955","https://www.google.com/maps/?q=50.805,5.34366"
"Raeren","9925","https://www.google.com/maps/?q=50.6672,6.11535"
"Hooglede","9900","https://www.google.com/maps/?q=50.9833,3.08333"
"Ecaussinnes-d'Enghien","9802","https://www.google.com/maps/?q=50.5682,4.1658"
"De Panne","9799","https://www.google.com/maps/?q=51.0979,2.59368"
"Chimay","9720","https://www.google.com/maps/?q=50.0486,4.31712"
"Braine-le-Chateau","9627","https://www.google.com/maps/?q=50.6799,4.27385"
"Plombieres","9596","https://www.google.com/maps/?q=50.7366,5.95922"
"Villers-la-Ville","9592","https://www.google.com/maps/?q=50.5667,4.51667"
"Ottignies","9557","https://www.google.com/maps/?q=50.6654,4.56679"
"Pepinster","9530","https://www.google.com/maps/?q=50.5737,5.8049"
"Hemiksem","9504","https://www.google.com/maps/?q=51.1448,4.33874"
"Jurbise","9483","https://www.google.com/maps/?q=50.531,3.90942"
"Opglabbeek","9452","https://www.google.com/maps/?q=51.0426,5.58346"
"Erquelinnes","9396","https://www.google.com/maps/?q=50.3069,4.11129"
"Court-Saint-Etienne","9353","https://www.google.com/maps/?q=50.6338,4.56851"
"Meerhout","9346","https://www.google.com/maps/?q=51.1321,5.07842"
"Estaimpuis","9340","https://www.google.com/maps/?q=50.7048,3.26785"
"Lovendegem","9272","https://www.google.com/maps/?q=51.1017,3.61298"
"Hoeselt","9265","https://www.google.com/maps/?q=50.8471,5.48767"
"Bertem","9215","https://www.google.com/maps/?q=50.864,4.62918"
"Hulshout","9198","https://www.google.com/maps/?q=51.0745,4.79081"
"Begijnendijk","9178","https://www.google.com/maps/?q=51.0194,4.78377"
"Ardooie","9161","https://www.google.com/maps/?q=50.9757,3.19736"
"Sint-Lievens-Houtem","9146","https://www.google.com/maps/?q=50.9197,3.86225"
"Huldenberg","9137","https://www.google.com/maps/?q=50.7894,4.5831"
"Saint-Vith","9135","https://www.google.com/maps/?q=50.2815,6.12724"
"Avelgem","9106","https://www.google.com/maps/?q=50.7762,3.44502"
"Ledegem","9102","https://www.google.com/maps/?q=50.8578,3.12409"
"Holsbeek","9094","https://www.google.com/maps/?q=50.921,4.75747"
"Fosses-la-Ville","9062","https://www.google.com/maps/?q=50.3952,4.69623"
"Welkenraedt","9006","https://www.google.com/maps/?q=50.6605,5.97034"
"Bierbeek","8994","https://www.google.com/maps/?q=50.8288,4.75949"
"Gooik","8957","https://www.google.com/maps/?q=50.7944,4.11378"
"Houthulst","8951","https://www.google.com/maps/?q=50.9782,2.9505"
"Wijnegem","8932","https://www.google.com/maps/?q=51.2279,4.51895"
"Kapelle-op-den-Bos","8859","https://www.google.com/maps/?q=51.0097,4.36303"
"Wielsbeke","8828","https://www.google.com/maps/?q=50.9,3.36667"
"Sint-Martens-Lennik","8818","https://www.google.com/maps/?q=50.8116,4.16965"
"Oudenburg","8752","https://www.google.com/maps/?q=51.1849,3.00035"
"Dessel","8707","https://www.google.com/maps/?q=51.2385,5.11448"
"Niel","8656","https://www.google.com/maps/?q=51.111,4.33428"
"Awans","8612","https://www.google.com/maps/?q=50.6677,5.46329"
