"name","pop","location"
"Janow Lubelski","11811","https://www.google.com/maps/?q=50.707,22.4104"
"Pinczow","11806","https://www.google.com/maps/?q=50.5205,20.5265"
"Brzeszcze","11787","https://www.google.com/maps/?q=49.982,19.1516"
"Miechow","11735","https://www.google.com/maps/?q=50.3565,20.0279"
"Czarnkow","11562","https://www.google.com/maps/?q=52.9021,16.5641"
"Nowa Deba","11489","https://www.google.com/maps/?q=50.4297,21.7508"
"Wronki","11462","https://www.google.com/maps/?q=52.7105,16.3804"
"Puck","11415","https://www.google.com/maps/?q=54.7179,18.4084"
"Wisla","11379","https://www.google.com/maps/?q=49.6563,18.8591"
"Dabrowa Tarnowska","11291","https://www.google.com/maps/?q=50.1746,20.9863"
